-0.97181,0.29174,0.046186
0.77247,0.87501,-0.18901
0.21764,0.58518,-0.80639
0.96113,0.83335,-0.027461
-0.50612,0.049858,0.98355
-0.98217,0.75193,0.01352
0.96113,0.0001,-0.12876
-0.33333,0.58518,0.70922
1,0.3334,0.013507
-0.2122,0.3334,0.98903
0.24576,0.3334,-0.96713
-0.97965,0.95834,0.0095028
-0.53781,0.70836,0.43689
-0.035539,0.41673,0.95885
0.28959,0.35256,-0.94844
-0.53781,0.041763,0.97113
0.16667,0.58337,-0.85013
-0.72062,0.12509,0.59831
0.62984,0.24179,-0.63137
-0.98217,0.13976,0.046735
-0.92882,0.97209,0.052554
-0.98217,0.87501,0.011529
-0.5,0.75193,0.46602
0.21764,0.37506,-0.96107
0.17673,0.83335,-0.69607
0.25,0.41673,-0.90549
0.28959,0.12509,-0.95806
-0.80911,0.79169,0.18007
0.28959,0.83571,-0.60536
-0.5,0.25007,0.79965
-0.98217,0.6667,0.01439
-0.33333,0.41673,0.83746
-0.5,0.41673,0.6601
-0.75,0.083425,0.59089
-0.51165,0.54171,0.55832
-0.41667,0.12509,0.99562
-0.083333,0.50005,0.96567
-0.25,0.59342,0.78449
0.33333,0.24179,-0.97155
1,0.75003,0.012262
0.44998,0.75003,-0.50461
0.41667,0.65046,-0.5902
0.41667,0.87987,-0.47958
0.083333,0.0001,-0.26319
-0.66667,0.41673,0.43627
-0.50612,0.58518,0.53668
-1,0.25007,0.0013597
0.054868,0.75193,-0.82936
-0.083333,0.91668,0.71328
-0.25,0.6014,0.76869
-0.97181,0.43337,0.034536
0.62984,0.29174,-0.58996
-0.97965,0.80647,0.033775
-0.80911,0.29174,0.31155
0,0.1405,-0.0038138
-0.16667,0.54171,0.88906
0.25,0.0001,-0.7001
0.5,0.041763,-0.98634
0.054868,0.62504,-0.9075
-0.58333,0.32147,0.62698
-0.83333,0.50005,0.19381
0.66667,0.58337,-0.3701
-0.91667,0.43337,0.11668
-0.97965,0.1405,0.043103
0.44998,0.24179,-0.86916
-0.66667,0.75003,0.31299
0.16667,0.20841,-0.89002
0.91595,0.79169,-0.074433
0.83333,1,-0.12864
-0.14208,0.37506,0.97925
0.77247,0.87987,-0.18691
-0.91667,0.58518,0.087046
0.62984,0.12509,-0.76151
-0.80911,0.083425,0.45222
0.41667,0.6667,-0.58156
0.16667,0.13976,-0.74542
-0.53781,0.6667,0.47125
0.16667,0.50005,-0.92201
-0.13313,0.8354,0.72687
0.17673,0.45839,-0.9329
0.77247,0.50005,-0.26982
0.16667,0.12509,-0.70993
0.16667,0.24179,-0.94039
0.62984,0.1405,-0.73934
0.083333,0.54589,-0.93513
0.96113,0.62504,-0.037929
-0.72062,0.54589,0.32852
-0.50612,0.59342,0.53721
-0.83333,0.58337,0.19772
0.58333,0.6667,-0.43295
0.41667,0.43337,-0.73639
-0.83333,0.75193,0.15323
-0.33333,0.083425,0.95225
0.25,0.083425,-0.84524
0.16667,0.54589,-0.87535
0.77247,0.54589,-0.26115
0.79282,0.91668,-0.16161
-0.50612,0.35256,0.70745
-0.97965,0.83335,0.015943
0.5,0.16675,-0.89197
-0.5,0.50005,0.58505
0.77247,0.29174,-0.36897
0.25,0.43337,-0.90222
0.17673,0.37506,-0.98148
0.91595,0.83335,-0.074133
0.21483,0.83571,-0.66553
0.41667,0.54171,-0.66074
0.66667,0.54589,-0.38326
0.28959,0.041763,-0.85161
0.96113,0.1405,-0.089708
1,0.66768,0.0020568
0.33333,0.16675,-0.9956
0.66667,1,-0.25321
-0.80911,0.16675,0.39115
-0.50612,0.75003,0.46937
-0.33333,0.20841,0.99146
0.17673,0.20841,-0.89949
0.58333,0.03146,-0.93693
-0.53781,0.58518,0.50244
-0.80911,0.8354,0.1683
-0.97965,0.62504,0.018299
-0.92882,0.64803,0.064759
-0.14208,0.083425,0.55879
0.96113,0.85737,-0.037096
0,0.66768,0.002299
-0.5,0.43337,0.6349
0.24576,0.43337,-0.90886
-0.97181,0.24179,0.041993
0.66667,0.75193,-0.30757
0,0.37506,0.011413
0.16667,0.25007,-0.94267
0.28959,0.75193,-0.6421
0.21483,0.45839,-0.90716
1,0.83571,0.0013436
0.66667,0.6014,-0.34487
-0.66667,0.095377,0.72965
-0.72062,1,0.2102
0.21483,0.87987,-0.64285
0.75,0.87987,-0.20365
-0.035539,0.8354,0.79876
0.24576,0.25007,-0.99374
0.62984,0.54171,-0.41977
1,0.08437,-0.0058726
-1,0.41673,0.00069733
-0.083333,0.54171,0.94588
0.44998,0.87501,-0.44598
-0.53781,0.20841,0.80083
0.28959,0.80647,-0.61599
0.28959,0.37506,-0.91733
0.25,0.64803,-0.75052
0.75,0.65046,-0.25305
-1,0.29174,-0.0040886
-0.2122,0.35256,0.97393
0.16667,0.87501,-0.68321
0.28959,0.25007,-0.98529
-0.13313,0.58337,0.88511
0.79282,0.03146,-0.55021
-0.33333,0.3334,0.91536
-0.13313,0.43337,0.9802
0.083333,0.083425,-0.33706
0.33333,0.85737,-0.56323
-0.083333,0.35256,0.96037
0.17673,0.35256,-0.99226
0.44998,0.35256,-0.77499
-0.25,0.3334,0.98464
0,0.095377,0.0018608
0.21483,0.85737,-0.65401
-0.83333,0.59342,0.18206
0.28959,0.87501,-0.58273
-0.2122,0.91668,0.61116
-0.035539,0.54171,0.96486
-0.58333,0.80647,0.37019
-0.33333,0.54171,0.73804
0.79282,0.041763,-0.55638
0.17673,0.08437,-0.66884
-0.41667,0.049858,0.9919
0.25,0.75003,-0.67898
0.96113,0.43337,-0.061383
0.66667,0.3334,-0.49701
-0.75,0.95834,0.20406
1,0.12509,-0.0093004
-0.50612,0.08437,0.96294
-0.25,0.58337,0.79387
-0.72062,0.95834,0.22019
0.62984,0.35256,-0.5325
-0.97181,0.87501,0.020799
-0.035539,0.95834,0.72923
0.21764,0.095377,-0.80031
0.77247,0.0001,-0.65602
-0.51165,0.45839,0.60472
-0.66667,0.64803,0.33794
0.083333,0.43337,-0.97774
0.91595,0.3334,-0.12915
-0.16667,0.45839,0.94632
0,0.041763,0.0021915
0.21764,0.94317,-0.61295
0.24576,0.6014,-0.78821
-0.41667,0.6014,0.60733
-0.83333,0.41673,0.22693
0.21764,0.8354,-0.66098
0.24576,0.94317,-0.58171
-0.5,0.97209,0.38192
0.83333,0.58518,-0.19139
-0.2122,0.97209,0.59878
-0.72062,0.66768,0.28787
-1,0.62504,0.0015499
-0.66667,0.049858,0.7949
-0.66667,0.91668,0.26604
-0.083333,0.80647,0.7865
0.41667,0.75003,-0.53034
0.21483,0.35256,-0.97668
-0.16667,0.66768,0.79208
-0.50612,0.70836,0.46831
0.17673,0.87501,-0.66854
-0.16667,0.79169,0.71707
-0.97965,0.083425,0.048307
0.25,0.83335,-0.63532
0.77247,0.20841,-0.42638
-0.13313,0.16675,0.69787
0.83333,0.87501,-0.14059
-0.80911,0.03146,0.5175
0.17673,0.59342,-0.84997
0.25,0.6667,-0.72554
0.083333,0.41673,-0.99156
0.054868,0.64803,-0.89245
0.62984,0.64803,-0.3809
-0.083333,0.1405,0.43356
0.83333,0.83335,-0.13672
0.21764,0.6667,-0.7563
0.28959,0.41673,-0.87902
0.75,0.58337,-0.28014
-0.035539,0.16675,0.22224
0.62984,0.83571,-0.31616
-0.53781,0.13976,0.87828
0.5,0.87501,-0.41431
0.79282,0.8354,-0.18182
-0.53781,0.049858,0.96441
-0.92882,0.6667,0.076003
-0.75,0.20841,0.45981
-0.083333,0.54589,0.95074
-0.51165,0.1405,0.90122
0.25,0.25007,-0.98684
1,0.64803,0.0056545
0.5,0.85737,-0.4203
-0.14208,0.41673,0.97666
0.21764,0.16675,-0.90609
-0.16667,0.95834,0.6269
-0.41667,0.083425,0.99758
-0.51165,0.03146,0.99041
-0.035539,0.37506,0.90238
0.24576,0.83335,-0.64315
-0.98217,0.37506,0.017415
-0.83333,0.8354,0.12862
-0.75,0.54171,0.29161
-0.51165,0.12509,0.92511
-0.33333,0.80647,0.57745
0.33333,0.97209,-0.49531
0.44998,0.12509,-0.97511
0.62984,0.87501,-0.31582
-1,0.87501,-0.00085072
0.75,0.85737,-0.21115
0,0.62504,0.0039845
-0.72062,0.041763,0.70673
0.21483,0.91668,-0.62573
0.21764,0.59342,-0.81638
1,0.87987,-0.0034259
0.28959,0.13976,-0.97544
0.21764,0.50005,-0.87103
0.21764,0.41673,-0.93565
-0.50612,0.083425,0.9503
-0.97965,0.65046,0.023099
-0.98217,0.58337,0.014342
0.41667,0.87501,-0.47415
0.24576,0.80647,-0.65163
0.41667,0.12509,-0.98695
-0.72062,0.25007,0.47404
-0.16667,0.75193,0.74985
1,0.75193,0.00037899
-0.50612,0.62504,0.51462
0.66667,0.8354,-0.28903
0.96113,0.79169,-0.031191
-0.58333,0.41673,0.53671
0.5,0.20841,-0.84528
-0.083333,0.041763,0.30176
-0.33333,0.54589,0.73371
0.054868,0.91668,-0.73524
-0.75,0.79169,0.22071
0.91667,0.35256,-0.12274
-0.14208,0.041763,0.48435
0.75,0.16675,-0.49199
-0.91667,0.75193,0.08042
0.16667,0.66768,-0.79191
0.62984,0.80647,-0.32687
-0.98217,0.58518,0.019342
0.91595,0.35256,-0.12298
-0.92882,0.1405,0.16284
0.91667,0.16675,-0.18481
0.62984,0.65046,-0.38776
0.28959,0.43337,-0.85601
-0.13313,0.095377,0.55889
-0.98217,0.94317,0.012911
-0.083333,0.03146,0.29358
0.79282,0.45839,-0.25208
-0.50612,0.95834,0.38461
-0.51165,0.35256,0.68834
0,0.03146,-0.0027865
-0.72062,0.3334,0.41935
-0.91667,0.97209,0.06911
0.58333,0.25007,-0.69127
-0.98217,0.095377,0.05491
0.79282,0.75003,-0.19513
-0.72062,0.0001,0.76493
-0.72062,0.54171,0.32504
0.96113,0.6667,-0.038001
-0.14208,0.58518,0.87836
-0.80911,0.94317,0.13866
0.91667,0.70836,-0.081841
0,0.54171,-0.010707
0.58333,1,-0.31303
-0.14208,0.79169,0.74723
-0.58333,0.45839,0.53044
0,0.29174,0.0043968
0.91667,0.041763,-0.22654
-0.035539,0.75193,0.8517
-0.53781,0.87501,0.38341
-0.41667,0.16675,0.96561
0.21483,0.13976,-0.85891
-0.5,0.95834,0.39454
0.62984,0.095377,-0.79894
-0.035539,0.095377,0.14701
-0.98217,1,9.6702e-05
-0.41667,0.83335,0.48927
-0.13313,0.03146,0.43966
0.66667,0.97209,-0.25447
-0.72062,0.29174,0.44348
0.44998,0.25007,-0.86312
0.17673,0.75003,-0.73767
0,0.95834,-0.0080945
-0.083333,0.32147,0.90432
0.25,0.70836,-0.7083
0.91667,1,-0.067766
-0.72062,0.049858,0.69182
-1,0.083425,0.0045966
-0.97181,0.0001,0.085443
-0.53781,0.43337,0.59898
-0.083333,0.12509,0.40877
-0.97965,0.85737,0.018399
-0.16667,0.35256,0.99398
0.79282,0.66768,-0.19664
-0.98217,0.35256,0.035078
0.24576,0.58518,-0.79779
0.41667,0.83571,-0.49468
-0.083333,0.58337,0.91236
-0.92882,0.24179,0.11484
-0.5,0.64803,0.50071
-0.58333,0.12509,0.81675
0.054868,0.66768,-0.89269
-0.92882,0.41673,0.10444
-0.5,0.58337,0.53919
-0.58333,0.58337,0.47036
-0.66667,0.0001,0.86817
0.083333,0.20841,-0.59572
0.24576,0.29174,-0.987
-0.16667,0.0001,0.49852
-0.5,0.29174,0.75708
0.75,0.70836,-0.24126
0.41667,0.3334,-0.82962
0.41667,0.083425,-1.0023
-0.53781,0.0001,0.98667
-0.58333,0.29174,0.65143
0.58333,0.32147,-0.61532
0.77247,0.54171,-0.25015
-0.66667,0.70836,0.31184
0.33333,0.62504,-0.67909
0.21764,0.03146,-0.68555
0.79282,0.50005,-0.25778
-0.97965,0.03146,0.058721
-0.53781,0.54171,0.52276
0.96113,0.3334,-0.059184
-0.5,0.049858,0.99106
0.91595,0.24179,-0.15483
0.21764,0.79169,-0.68358
-0.97181,0.95834,0.012107
0.44998,0.62504,-0.57126
0.91595,0.03146,-0.23223
0.62984,0.95834,-0.29851
0.5,0.87987,-0.41067
1,0.95834,-0.0078948
-0.80911,0.70836,0.18647
-0.25,0.62504,0.75459
0.054868,0.87501,-0.76271
-0.13313,0.85737,0.70347
-0.14208,0.97209,0.64344
0.75,0.8354,-0.21689
-0.58333,0.54589,0.47391
-0.92882,0.58518,0.077457
-0.97965,0.6014,0.018336
0.91667,0.75193,-0.069918
0.5,0.8354,-0.42953
1,0.83335,-0.0045307
0.17673,0.66768,-0.79607
-0.80911,0.0001,0.56381
-1,0.37506,0.0054247
-1,0.32147,-0.0024792
-0.035539,0.85737,0.78978
-0.97965,0.54589,0.02482
0,0.6014,-0.0032894
-0.75,0.75003,0.22808
-0.66667,0.3334,0.49954
0.44998,0.20841,-0.90328
-0.25,0.0001,0.702
-0.16667,0.3334,0.98464
0.16667,0.97209,-0.62798
0.75,0.45839,-0.31566
-0.58333,0.083425,0.87741
0.21764,0.041763,-0.69421
0.58333,0.91668,-0.33701
-0.97965,0.58518,0.021802
0.91595,0.45839,-0.10065
0.5,0.13976,-0.9198
0.17673,0.83571,-0.70303
-0.92882,0.041763,0.18882
0.75,0.75003,-0.23115
0.054868,0.32147,-0.8274
-0.16667,1,0.63474
-0.2122,0.94317,0.60278
0.41667,0.1405,-0.98274
0.83333,0.32147,-0.25811
0.083333,0.94317,-0.71271
-0.51165,0.87501,0.4114
-0.51165,0.24179,0.80114
-0.58333,0.041763,0.93528
1,0.1405,0.0040147
-0.97965,0.32147,0.011002
0.25,1,-0.56484
-0.50612,0.32147,0.72762
0.77247,0.1405,-0.4851
0.44998,0.32147,-0.79248
-0.5,0.24179,0.81122
-0.91667,0.66768,0.0811
-0.2122,0.041763,0.68584
0.83333,0.37506,-0.23568
-0.083333,0.6014,0.91492
-0.97965,0.59342,0.017054
0.054868,0.45839,-0.98881
0.75,0.79169,-0.2284
0.21764,0.0001,-0.62692
0.28959,0.45839,-0.83437
0.083333,0.6014,-0.90208
0.083333,0.87501,-0.73252
-0.33333,0.0001,0.86763
-0.25,0.95834,0.57177
0.79282,0.95834,-0.15782
0,0.13976,0.010081
0.25,0.79169,-0.65341
0.41667,0.16675,-0.9604
-0.33333,0.12509,0.97767
0.79282,0.24179,-0.36071
-0.5,0.20841,0.84535
0.21483,0.64803,-0.76929
-0.50612,0.12509,0.932
-0.14208,0.80647,0.73051
0.75,0.0001,-0.69815
-0.97965,0.79169,0.012791
-0.51165,0.95834,0.37951
-0.50612,0.75193,0.45691
-0.53781,0.75003,0.43355
1,0.29174,-0.001887
-0.50612,0.54171,0.5543
-0.72062,0.87987,0.24039
0.16667,0.16675,-0.80229
0.91667,0.59342,-0.10232
0,0.41673,0.0018681
0.62984,0.91668,-0.30785
0.17673,0.62504,-0.81565
0.58333,0.79169,-0.36378
-0.53781,0.8354,0.39552
-0.50612,0.94317,0.38271
-0.66667,0.83571,0.29425
-0.51165,0.83571,0.41552
-0.58333,0.65046,0.41963
-0.75,0.32147,0.37724
-0.13313,0.32147,0.96506
-0.33333,0.65046,0.66679
-0.083333,0.95834,0.69519
0.96113,0.29174,-0.058937
-0.14208,0.75193,0.76607
-0.083333,0.0001,0.25768
1,0.65046,-0.010052
-0.66667,0.43337,0.43125
0.66667,0.1405,-0.67728
0.44998,0.095377,-0.99004
-0.50612,0.83571,0.4306
0.5,0.45839,-0.63208
0.054868,0.85737,-0.77197
0.91595,0.64803,-0.086078
0.62984,0.43337,-0.48633
0.33333,0.049858,-0.9271
0.41667,0.08437,-0.98765
-0.53781,0.79169,0.40563
-0.91667,0.54589,0.094097
-0.51165,0.65046,0.48689
0.16667,0.083425,-0.63009
0.054868,0.03146,-0.1968
0.79282,0.20841,-0.39109
-0.53781,0.91668,0.37939
0.44998,0.54589,-0.61188
-0.66667,0.45839,0.41794
-0.75,0.12509,0.54647
-0.97181,0.6014,0.026727
0.28959,0.083425,-0.90869
0.83333,0.59342,-0.17131
-0.80911,0.87987,0.172
-0.035539,0.58518,0.94548
0.25,0.6014,-0.77357
0.62984,0.8354,-0.31251
0.083333,0.24179,-0.69956
-0.41667,0.94317,0.45554
0.24576,0.70836,-0.70878
0.77247,0.91668,-0.18818
0,0.80647,-0.013267
0.25,0.041763,-0.77496
0.28959,0.59342,-0.7499
-0.91667,0.83571,0.070717
-0.25,0.45839,0.89346
-0.2122,0.83335,0.66479
-0.92882,0.50005,0.095543
-0.41667,0.41673,0.7416
-0.97965,0.75193,0.026427
-0.58333,0.1405,0.80135
-0.98217,0.083425,0.042664
-0.25,0.8354,0.63526
-0.97965,0.095377,0.052722
-0.58333,0.6014,0.44544
-0.97965,0.12509,0.039483
-1,0.85737,-0.0071104
-0.98217,0.25007,0.027072
-0.13313,0.37506,0.98224
-0.91667,0.41673,0.1096
0.21483,0.58518,-0.82129
0.21483,0.80647,-0.6696
-0.75,1,0.19057
0.28959,0.8354,-0.60017
1,0.03146,-0.0048991
-0.2122,0.80647,0.68057
-0.98217,0.16675,0.038556
0.79282,0.94317,-0.16919
0,0.64803,-0.006944
0.24576,0.35256,-0.96885
0.16667,0.80647,-0.70996
-0.83333,0.0001,0.49395
0.44998,0.83571,-0.46983
0.24576,0.12509,-0.89751
-1,0.75003,0.00053264
-0.41667,0.0001,0.96227
-0.58333,0.70836,0.39991
0.21483,0.20841,-0.95798
-0.035539,0.97209,0.73123
-0.50612,0.54589,0.55051
0.24576,0.049858,-0.77942
0.91667,0.65046,-0.079565
-0.41667,0.03146,0.98799
-0.91667,0.70836,0.07461
0.62984,0.08437,-0.8058
0.44998,0.70836,-0.54138
-0.33333,0.97209,0.50633
-0.5,0.03146,1.0034
0.5,0.79169,-0.4418
0.5,0.94317,-0.38812
-0.80911,0.3334,0.28952
-0.51165,0.37506,0.66965
-0.98217,0.85737,0.019199
-0.83333,0.87501,0.15279
0.41667,0.095377,-0.99793
0.96113,0.87501,-0.024119
1,0.35256,-0.0031492
0.83333,0.43337,-0.2229
0.96113,0.91668,-0.027615
-0.58333,0.8354,0.35282
-0.80911,0.13976,0.41279
0,0.75193,-0.0098291
-0.75,0.13976,0.51098
-0.66667,0.58518,0.36402
0.16667,0.58518,-0.85421
0.21483,0.32147,-0.97841
0.91595,0.80647,-0.073853
-0.83333,0.83571,0.14956
0.21483,0.3334,-0.98064
0.41667,0.66768,-0.57353
-0.5,0.041763,0.98464
0.21483,0.70836,-0.73423
0.96113,0.37506,-0.059403
-0.083333,0.41673,0.98481
-0.035539,0.54589,0.98069
-0.41667,0.50005,0.67507
-0.14208,0.83335,0.71934
-0.035539,0.24179,0.38005
0.41667,0.62504,-0.59936
0.33333,0.95834,-0.50399
-0.13313,0.91668,0.68731
-0.92882,0.66768,0.068176
0.083333,0.80647,-0.78747
0.75,0.66768,-0.24712
-0.92882,0.37506,0.096526
0.58333,0.24179,-0.7028
-0.66667,0.87501,0.28047
0.79282,0.62504,-0.2274
0.58333,0.29174,-0.64136
0.91667,0.58518,-0.091375
0.17673,0.75193,-0.74005
0.33333,0.83335,-0.56261
-0.92882,0.54589,0.086846
0.75,0.13976,-0.52657
1,0.049858,0.0064369
0.83333,0.66768,-0.16625
-0.92882,0.94317,0.062734
-0.41667,0.54171,0.6556
0.41667,0.58337,-0.62799
-0.5,0.62504,0.52968
0.17673,0.97209,-0.62846
0.79282,0.095377,-0.47983
-0.72062,0.70836,0.28225
0.44998,0.1405,-0.96318
-0.2122,0.20841,0.95712
-0.13313,0.54589,0.91091
-0.083333,0.75003,0.81105
0.44998,1,-0.41324
-0.91667,0.58337,0.095767
-0.53781,0.83571,0.41008
-0.91667,0.79169,0.080075
-0.13313,0.83571,0.72326
-0.58333,0.50005,0.48703
0.96113,0.083425,-0.095033
-0.92882,0.12509,0.16124
0.91667,0.43337,-0.11511
0.17673,0.6667,-0.78639
-0.035539,0.64803,0.91386
0.91595,0.66768,-0.081594
-0.75,0.91668,0.19883
-0.97965,0.049858,0.051205
0.24576,0.13976,-0.92059
0.62984,0.50005,-0.45125
0.75,0.08437,-0.59063
0.75,0.41673,-0.33207
-0.53781,0.25007,0.74061
-0.66667,0.8354,0.27682
0.79282,0.37506,-0.29579
-1,0.70836,0.0019182
